LORRAINE;BLAMONT;57451;BON ACCUEIL;RUE DES CAPUCINS;;BLAMONT;54450
AQUITAINE;BLANQUEFORT;57821;COLONNES;RUE DU DOCTEUR CASTERA;;BLANQUEFORT;33290
POITOU-CHARENTES;BLANZAC-PORCHERESSE;57851;SELECT;GRANDE RUE;;BLANZAC PORCHERESSE;16250
AUVERGNE;BLAVOZY;58121;MAISON POUR TOUS;CENTRE SOCIO-CULTUREL;;BLAVOZY;43700
AQUITAINE;BLAYE;58141;LE MONTEIL;13 RUE URBAIN ALBOUY;;BLAYE;33390
LORRAINE;BLENOD-LES-PONT-A-MOUSSON;58272;CINE VILAR;RUE ST EPVRE;;PONT A MOUSSON;54700
CENTRE;BLOIS;58735;LES LOBIS;12 AVENUE MAUNOURY;;BLOIS;41000
CENTRE;BLOIS;58773;CAP' CINE;RUE DES ONZE ARPENTS;;BLOIS;41000
BASSE-NORMANDIE;BLONVILLE-SUR-MER;58841;L AMBIANCE;3 PLACE GASTON LEJUMEL;;BLONVILLE SUR MER;14910
ILE-DE-FRANCE;BOBIGNY;59031;MAGIC CINEMA;RUE DU CHEMIN VERT;;BOBIGNY;93000
RHONE-ALPES;BOEN;59211;L ENTRACT;23 RUE ALSACE LORRAINE;;BOEN;42130
PICARDIE;BOHAIN EN VERMANDOIS;59351;LOUIS JOUVET;6, RUE CURIE;;BOHAIN EN VERMANDOIS;02110
ILE-DE-FRANCE;BOIS-COLOMBES;59604;JEAN RENOIR;RUE DU GENERAL LECLERC;;BOIS COLOMBES;92270
ILE-DE-FRANCE;BOISSY-SAINT-LEGER;60942;LE FORUM;PLACE DU FORUM;;BOISSY SAINT LEGER;94470
HAUTE-NORMANDIE;BOLBEC;61082;LE XENON;60 RUE GUILLET;;BOLBEC;76210
PROVENCE-ALPES-COTE D'AZUR;BOLLENE;61132;LE CLAP;PLACE DE LA MAIRIE;;BOLLENE;84500
ILE-DE-FRANCE;BONDY;61504;SALLE ANDRE MALRAUX;25 COURS DE LA REPUBLIQUE;;BONDY;93140
ILE-DE-FRANCE;BONNEUIL-SUR-MARNE;62121;GERARD PHILIPE;2 RUE PABLO NERUDA;;BONNEUIL SUR MARNE;94380
AQUITAINE;BORDEAUX;62802;MEGA CGR LE FRANCAIS;ROND-POINT DE L' INTENDANCE;;BORDEAUX;33000
AQUITAINE;BORDEAUX;62804;UGC CINE CITE;13-15 RUE GEORGES BONNAC;;BORDEAUX;33000
AQUITAINE;BORDEAUX;62871;MEGARAMA;7 QUAI DES QUEYRIES;;BORDEAUX-BASTIDE;33100
AQUITAINE;BORDEAUX;63411;UTOPIA;5 PLACE CAMILLE JULLIAN;;BORDEAUX;33036
LIMOUSIN;BORT-LES-ORGUES;64352;LE 7 EME ART;PLACE MARMONTEL;;BORT LES ORGUES;19110
PAYS-DE-LA-LOIRE;BOUGUENAIS;65861;LE BEAULIEU;26 RUE DE BEAULIEU;;BOUGUENAIS;44340
ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;66835;CINEMA LANDOWSKI;28 AVENUE ANDRE-MORIZET;;BOULOGNE BILLANCOURT;92100
ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;66923;PATHE;26 RUE LE CORBUSIER;;BOULOGNE-BILLANCOURT;92100
MIDI-PYRENEES;BOULOGNE-SUR-GESSE;66714;CINE LUMIERE;ROUTE DE SAINT GAUDENS;;BOULOGNE SUR GESSE;31350
NORD-PAS-DE-CALAIS;BOULOGNE-SUR-MER;66761;STARS;18 RUE NATIONALE;;BOULOGNE SUR MER;62200
AUVERGNE;BOURBON L ARCHAMBAULT;67312;CASINO; 2 RUE DU PARC;;BOURBON L ARCHAMBAULT;03160
BOURGOGNE;BOURBON-LANCY;67304;RIO BORVO;RUE DE LA PETITE MURETTE;;BOURBON LANCY;71140
CHAMPAGNE-ARDENNE;BOURBONNE-LES-BAINS;67324;CASINO DE BOURBONNE;1 PLACE DES BAINS;;BOURBONNE-LES-BAINS;52400
RHONE-ALPES;BOURG EN BRESSE;67981; LA  GRENETTE;COURS DE VERDUN;;BOURG EN BRESSE;01000
RHONE-ALPES;BOURG EN BRESSE;721100;AMPHI;1 ALLEE DES BROTTEAUX;;BOURG EN BRESSE;01000
LIMOUSIN;BOURGANEUF;67711;LE REGENT;PLACE DE L HOTEL DE VILLE;;BOURGANEUF;23400
RHONE-ALPES;BOURG-ARGENTAL;67734;FOYER;QUARTIER POIZOR ESPACE POLYVALEN;PLACE DES NOYERS;BOURG ARGENTAL;42220
CENTRE;BOURGES;68025;LE CINEMA;PLACE ANDRE MALRAUX;;BOURGES;18000
CENTRE;BOURGES;68046;MEGA CGR;ZAC DU PRADO;;BOURGES;18000
ILE-DE-FRANCE;BOURG-LA-REINE;68212;AUDITORIUM DU CONSERVATOIRE;11 BD CARNOT;;BOURG LA REINE;92340
RHONE-ALPES;BOURGOIN-JALLIEU;68421;ROYAL 1;5 AV DES ALPES;;BOURGOIN JALLIEU;38300
RHONE-ALPES;BOURGOIN-JALLIEU;68423;MEGAROYAL;RUE THEOPHILE DIEDERICHS;;BOURGOIN JALLIEU;38300
RHONE-ALPES;BOURG-SAINT-MAURICE;68511;SAVOY;AV DU GENERAL LECLERC;;BOURG SAINT MAURICE;73700
RHONE-ALPES;BOURG-SAINT-MAURICE;68514;CINEARC 3;CENTRE COMMERCIAL DU CHARVET;ARC 1800;BOURG SAINT MAURICE;73700
CENTRE;BOURGUEIL;68561;FAMILIA;MAIL ORYE;;BOURGUEIL;37140
CENTRE;BOURGUEIL;68562;ABBAYE DE BOURGUEIL;AVENUE ARTHUR-LE-JOUTEUX;;BOURGUEIL;37140
NORD-PAS-DE-CALAIS;BOUSBECQUE;69231;LE FOYER;5 RUE DES BERSAULTS;;BOUSBECQUE;59166
ILE-DE-FRANCE;BOUSSY-SAINT-ANTOINE;69641;BUXY;CENTRE COMMERCIAL VAL D'YERRES 2;;BOUSSY-ST-ANTOINE;91800
NORD-PAS-DE-CALAIS;BRAY-DUNES;71791;FA MI LA;37, RUE ROGER SALENGRO;;BRAY DUNES;59123
ILE-DE-FRANCE;BRAY-SUR-SEINE;71901;LE RENAISSANCE;16 RUE DE L EGLISE;;BRAY SUR SEINE;77480
BRETAGNE;BREAL-SOUS-MONTFORT;71942;LA BOBINE;30 RUE DE LA PETITE MOTTE;;BREAL SOUS MONTFORT;35310
POITOU-CHARENTES;BRESSUIRE;72982;SAVOY;7 RUE ANATOLE FRANCE;;BRESSUIRE;79300
BRETAGNE;BREST;73021;CELTIC;187 RUE JEAN JAURES;;BREST;29200
BRETAGNE;BREST;73083;CINE LIBERTE;10 AVENUE GEORGES CLEMENCEAU;;BREST;29200
BRETAGNE;BREST;73098;OCEANOPOLIS;OCEANOPOLIS;PORT DE PLAISANCE  MOULIN BLANC;BREST;29200
BRETAGNE;BREST;73099;LES STUDIOS;136 RUE JEAN JAURES;;BREST;29200
PAYS-DE-LA-LOIRE;BRETIGNOLLES-SUR-MER;73371;LE FIEF;RUE DU FIEF;;BRETIGNOLLES SUR MER;85470
ILE-DE-FRANCE;BRETIGNY-SUR-ORGE;73423;JEAN COCTEAU;3 RUE ANATOLE FRANCE;;BRETIGNY SUR ORGE;91220
BASSE-NORMANDIE;BRETTEVILLE-SUR-LAIZE;73582;NORMANDY;PLACE DE LA MAIRIE;;BRETTEVILLE-SUR-LAIZE;14680
PROVENCE-ALPES-COTE D'AZUR;BRIANCON;74322;EDEN STUDIO;35 RUE PASTEUR;;BRIANCON;05100
PROVENCE-ALPES-COTE D'AZUR;BRIANCON;74324;CINE VAUBAN;45 AV DE LA REPUBLIQUE;;BRIANCON;05100
BASSE-NORMANDIE;BRICQUEBEC;74471;LE DONJON;PLACE SAINTE ANNE;;BRICQUEBEC;50260
RHONE-ALPES;BRIDES-LES-BAINS;74553;LE DORON;15 CHEMIN DES BAIGNEURS;;BRIDES LES BAINS;73570
ILE-DE-FRANCE;BRIE-COMTE-ROBERT;74662;LES 4 VENTS;CENTRE COMMERCIAL DES 4 VENTS;80 RUE DU GENERAL LECLERC;BRIE-COMTE-ROBERT;77170
RHONE-ALPES;BRIGNAIS;700000;MEGA CGR;RUE DE L'INDUSTRIE - ZI NORD;LES VALLIERES;BRIGNAIS;69530
PROVENCE-ALPES-COTE D'AZUR;BRIGNOLES;75021;LA BOITE A IMAGES;PLACE DU 8 MAI 1945;;BRIGNOLES;83170
AUVERGNE;BRIOUDE;75492;PARIS;PLACE DE LA LIBERTE;;BRIOUDE;43100
LIMOUSIN;BRIVE-LA-GAILLARDE;75694;MEGA CGR;AVENUE J,F, KENNEDY;RTE DE TULLE-ESPACE DES 3 PROVIN;BRIVE LA GAILLARDE;19100
LIMOUSIN;BRIVE-LA-GAILLARDE;75703;REX 1;3 BD DU GAL KOENIG;;BRIVE LA GAILLARDE;19100
RHONE-ALPES;BRON;76073;LES ALIZES;214  AV FRANKLIN ROOSEVELT;;BRON;69500
NORD-PAS-DE-CALAIS;BRUAY-LA-BUISSIERE;76821;ETOILES;RUE DU PERIGORD;Z.A.C. PROVINCE;BRUAY LA BUSSIERE;62700
NORD-PAS-DE-CALAIS;BRUAY-LA-BUISSIERE;76825;MEGA CGR;PARC DE LA PORTE NORD;AVENUE DE LA LIBERATION - RN 41;BRUAY LA BUISSIERE;62700
ALSACE;BRUMATH;77351;PATHE;6 RUE DES FRERES LUMIERE;;BRUMATH;67170
BRETAGNE;BRUZ;77732;CENTRE CULTUREL DU GRAND LOGIS; 10 AVENUE DU GENERAL DE GAULLE;;BRUZ;35171
RHONE-ALPES;BUIS-LES-BARONNIES;78505;REGAIN;PLACE DU 19 MARS 1962;;BUIS LES BARONNIES;26170
POITOU-CHARENTES;BUXEROLLES;80391;MEGA CGR;ZAE DU PAS SAINT-JACQUES;AVENUE DES FRERES LUMIERE;BUXEROLLES;86180
CENTRE;BUZANCAIS;80572;CENTRE CULTUREL;RUE DES PONTS;;BUZANCAIS;36500
LANGUEDOC-ROUSSILLON;CABESTANY;80942;CENTRE CULTUREL;RUE DU 19 MARS 1962;;CABESTANY;66330
BASSE-NORMANDIE;CABOURG;80981;LE NORMANDIE;9 AV PIAT;;CABOURG;14390
BASSE-NORMANDIE;CABOURG;80982;CASINO;PROMENADE MARCEL PROUST;;CABOURG;14390
MIDI-PYRENEES;CABRERETS;80991;SALLE POLYVALENTE;SALLE POLYVALENTE;;CABRERETS;46330
PROVENCE-ALPES-COTE D'AZUR;CABRIS;81080;SALLE MISTRAL;SALLE MISTRAL;;CABRIS;06530
ILE-DE-FRANCE;CACHAN;81101;LA PLEIADE;12 AVENUE COUSIN DE MERICOURT;B.P. 9;CACHAN;94230
AQUITAINE;CADILLAC;81311;SALLE LUX;PLACE DU CHATEAU;;CADILLAC;33410
BASSE-NORMANDIE;CAEN;81404;PATHE LUMIERE;15 BOULEVARD DU MARECHAL LECLERC;;CAEN;14000
BASSE-NORMANDIE;CAEN;81414;SALLE PIERRE DAURE;UNIVERSITE DE CAEN;;CAEN;14000
BASSE-NORMANDIE;CAEN;81451;CINEMA LUX  ( EX STUDIO DU 7EME ART);AV SAINTE THERESE;;CAEN;14000
PROVENCE-ALPES-COTE D'AZUR;CAGNES SUR MER;81541;ESPACE  CENTRE;5 AV DE VERDUN;;CAGNES SUR MER;06800
MIDI-PYRENEES;CAHORS;81673;LE QUERCY;871 RUE EMILE ZOLA;;CAHORS;46000
MIDI-PYRENEES;CAHORS;81691;A B C I;24 RUE DES AUGUSTINS;;CAHORS;46000
NORD-PAS-DE-CALAIS;CALAIS;82133;L'ALHAMBRA;2, RUE JEAN JAURÔS;;CALAIS;62100
BRETAGNE;CALLAC;82392;CINEMA D ARGOAT  EX CENTRAL;4 RUE DU CLEUMEUR;;CALLAC;22160
RHONE-ALPES;CALUIRE-ET-CUIRE;82603;SALLE MELIES;67 CHEMIN DE VASSIEUX;;CALUIRE ET CUIRE;69300
RHONE-ALPES;CALUIRE-ET-CUIRE;82604;CINE CALUIRE;36 AV DU GENERAL DE GAULLE;;CALUIRE ET CUIRE;69300
MIDI-PYRENEES;CAMARES;82741;LE TEMPLE;RUE DU BARRY;;CAMARES;12360
PROVENCE-ALPES-COTE D'AZUR;CAMARET-SUR-AIGUES;82752;SALLE POLYVALENTE;SALLE POLYVALENTE;;CAMARET SUR AIGUES;84848
BRETAGNE;CAMARET-SUR-MER;82762;ROCAMADOUR;RUE DU ROZ;;CAMARET SUR MER;29129
AQUITAINE;CAMBO-LES-BAINS;82961;L AIGLON;RUE ANNE DE NEUBOURG;;CAMBO LES BAINS;64250
NORD-PAS-DE-CALAIS;CAMBRAI;83071;PALACE;17 RUE ML DE LATTRE DE TASSIGNY;;CAMBRAI;59400
PAYS-DE-LA-LOIRE;CAMPBON;83601;VICTORIA;RUE SAINT VICTOR;AU BOURG;CAMPBON;44750
BRETAGNE;CANCALE;84292;DUGUESCLIN;5 IMPASSE ST MEEN;;CANCALE;35260
AQUITAINE;CANEJAN;84441;CENTRE SIMONE SIGNORET;CHEMIN DU CASSIOT;;CANEJAN;33610
PROVENCE-ALPES-COTE D'AZUR;CANNES;84711;OLYMPIA;5 RUE D ANTIBES;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84712;ARCADES;77 RUE FELIX FAURE;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84715;STAR;98 RUE D ANTIBES;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84734;STUDIO 13;23 AV DU DOCTEUR PICAUD;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84745;SALLE RAIMU;AVENUE DE LA BORDE;;CANNES LA BOCCA;06150
PROVENCE-ALPES-COTE D'AZUR;CANNES;84761;OLYMPIA 5 A 9;5 RUE D ANTIBES;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84774;PROSPER MERIMEE;25 AVENUE FRANCIS TOMER;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84781;MIRAMAR;RUE PASTEUR - ANGLE CROISETTE;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNES;84782;ALEXANDRE III;19 BD ALEXANDRE III;;CANNES;06400
PROVENCE-ALPES-COTE D'AZUR;CANNET;84830;CANNET TOILES;1 RUE VICTORIEN SARDOU;;LE CANNET;06110
HAUTE-NORMANDIE;CANTELEU;84981;ESPACE CULTUREL FRANCOIS MITTERRAND;PARC GEORGES PIERRE;;CANTELEU;76380
AQUITAINE;CAPBRETON;85211;RIO CINEMA;ALLEES MARINES;;CAPBRETON;40130
MIDI-PYRENEES;CAPDENAC-GARE;85323;ATMOSPHERE;3 RUE ANATOLE FRANCE;;CAPDENAC GARE;12700
AQUITAINE;CAPTIEUX;85851;CENTRE AUDIOVISUEL;PLACE DU FOIRAIL;;CAPTIEUX;33840
MIDI-PYRENEES;CAPVERN;85861;CASINO;CASINO MUNICIPAL;;CAPVERN LES BAINS;65130
BRETAGNE;CARANTEC;85902;ETOILE;11 RUE DUQUESNE;;CARANTEC;29660
AQUITAINE;CARBON-BLANC;85981;FAVOLS;AVENUE VIGNAU-ANGLADE;;CARBON BLANC;33560
MIDI-PYRENEES;CARBONNE;85993;CINE CARBONNE;BOIS DE CASTRES;;CARBONNE;31390
AQUITAINE;CARCANS;86031;CENTRE CULTUREL DE L ESTRAN;123 AVENUE DE MAUBUISSON;;CARCANS MAUBUISSON;33121
LANGUEDOC-ROUSSILLON;CARCASSONNE;86054;CAP CINEMA LE COLISEE;10 BD OMER SARRAUT;;CARCASSONNE;11000
LANGUEDOC-ROUSSILLON;CARCASSONNE;86103;CAP CINEMA CARCASSONNE;ZONE DU PONT ROUGE;;CARCASSONNE;11000
PROVENCE-ALPES-COTE D'AZUR;CARCES;86173;SLE COMMUNALE DU FOYER RURAL;FOYER RURAL;;CARCES;83570
BASSE-NORMANDIE;CARENTAN;86313;LE COTENTIN;RUE HOLGATE;;CARENTAN;50500
BRETAGNE;CARHAIX-PLOUGUER;86353;LE GRAND BLEU;CENTRE CULTUREL;;CARHAIX PLOUGUER;29270
MIDI-PYRENEES;CARMAUX;86534;LIDO;8 RUE CHANZY;;CARMAUX;81400
BRETAGNE;CARNAC;86561;REX;21 AVENUE MILN;;CARNAC;56340
PROVENCE-ALPES-COTE D'AZUR;CARPENTRAS;86781;RIVOLI;56 AVENUE VICTOR HUGO;;CARPENTRAS;84200
PAYS-DE-LA-LOIRE;CARQUEFOU;86832;THEATRE DE DION;ROUTE DE SUCE;;CARQUEFOU;44470
AQUITAINE;CARRERE;86860;SALLE MULTISERVICE;SALLE MULTISERVICE;;CARRERE;64160
PROVENCE-ALPES-COTE D'AZUR;CARROS;86930;JULIETTE GRECO;BOULEVARD LA COLLE BELLE;;CARROS;06510
PROVENCE-ALPES-COTE D'AZUR;CARRY-LE-ROUET;86952;ESPACE FERNANDEL;AV ARISTIDE BRIAND;;CARRY LE ROUET;13620
PROVENCE-ALPES-COTE D'AZUR;CASSIS;87645;ST MICHEL  PLEIN AIR;AV DU DOCTEUR E AGOSTINI;;CASSIS;13260
MIDI-PYRENEES;CASTANET-TOLOSAN;87772;M J C  CINE 113;20 AV DE TOULOUSE;;CASTANET TOLOSAN;31320
MIDI-PYRENEES;CASTELGINEST;87941;LE CASTELIA;17 RUE PONT FAUR;;CASTELGINEST;31780
AQUITAINE;CASTELJALOUX;87966;L'ODYSSEE;PLACE JOSE BES;;CASTELJALOUX;47700
MIDI-PYRENEES;CASTELMAUROU;88111;LE MELIES;LE BEZINAT;;CASTELMAUROUX;31240
MIDI-PYRENEES;CASTELNAU DURBAN;88371;SALLE COMMUNALE POLYVALENTE;SALLE COMMUNALE POLYVALENTE;;CASTELNAU DURBAN;09420
LANGUEDOC-ROUSSILLON;CASTELNAUDARY;88235;LA HALLE AUX GRAINS;PLACE DE LA REPUBLIQUE;;CASTELNAUDARY;11400
MIDI-PYRENEES;CASTELSARRASIN;88512;VOX;11 RUE DU COLLEGE;;CASTELSARRASIN;82100
AQUITAINE;CASTETS;88751;KURSAAL;PLACE E LANDOUAT;;CASTETS;40260
AQUITAINE;CASTILLONNES;88991;CINE 4;PLACE JASMIN;;CASTILLONNES;47330
MIDI-PYRENEES;CASTRES;89105;CINEMOVIDA LIDO; 24 QUAI MIREDAMES;;CASTRES;81100
HAUTE-NORMANDIE;CAUDEBEC-EN-CAUX;89481;LE PARIS;3 RUE ARISTIDE CAUCHOIS;;CAUDEBEC EN CAUX;76490
NORD-PAS-DE-CALAIS;CAUDRY;89644;MILLENIUM;PLACE DES MANTILLES;;CAUDRY;59540
MIDI-PYRENEES;CAUSSADE;90112;CINEMA THEATRE;32 RUE DES RECOLLETS;;CAUSSADE;82300
MIDI-PYRENEES;CAUTERETS;90191;CASINO;ESPLANADE DES OEUFS;;CAUTERETS;65110
PROVENCE-ALPES-COTE D'AZUR;CAVAILLON;90312;FEMINA;58 COURS GAMBETTA;;CAVAILLON;84300
PROVENCE-ALPES-COTE D'AZUR;CAVAILLON;90313;LA CIGALE;79 AV DU MARECHAL JOFFRE;;CAVAILLON;84300
PROVENCE-ALPES-COTE D'AZUR;CAVALAIRE-SUR-MER;90345;ECRAN BLEU EX CINE BLEU;SQUARE DE LATTRE DE TASSIGNY;;CAVALAIRE SUR MER;83240
MIDI-PYRENEES;CAZAUBON;90763;ARMAGNAC;BARBOTAN LES THERMES;;CAZAUBON;32150
MIDI-PYRENEES;CAZERES;90932;LES CAPUCINS;RUE DES CAPUCINS;;CAZERES;31220
LANGUEDOC-ROUSSILLON;CERET;92302;CERETAN;BLD GEORGES CLEMENCEAU;;CERET;66400
ILE-DE-FRANCE;CERGY;92329;UGC CINE CITE;8 PLACE DES 3 GARES;;CERGY LE HAUT;95800
POITOU-CHARENTES;CERIZAY;92441;7EME ART;PLACE DE LA MAIRIE;;CERIZAY;79140
ALSACE;CERNAY;92542;ESPACE GRšN;32 RUE GEORGES RISLER;;CERNAY;68700
BRETAGNE;CESSON-SEVIGNE;93201;LE SEVIGNE;43 RUE DU MUGUET;;CESSON SEVIGNE;35510
AQUITAINE;CESTAS;93261;COMPLEXE LE REX;PLACE DU SOUVENIR;;CESTAS;33610
BOURGOGNE;CHABLIS;385401;FOYER MUNICIPAL;FOYER MUNICIPAL;;CHABLIS;89800
CHAMPAGNE-ARDENNE;CHALINDREY;94711;FAMILIAL;RUE DIDEROT;;CHALINDREY;52600
PAYS-DE-LA-LOIRE;CHALLANS;94742;MARAIS;33 RUE CARNOT;;CHALLANS;85300
PAYS-DE-LA-LOIRE;CHALLANS;94743;CLUB;PLACE ST ANTOINE;1 RUE MONTORCY;CHALLANS;85300
RHONE-ALPES;CHALLES-LES-EAUX;94802;LE CHALL ENGER;PLACE LOUIS DUMOLLARD;;CHALLES LES EAUX;73190
PAYS-DE-LA-LOIRE;CHALONNES-SUR-LOIRE;94922;ESPACE CINE;RUE FELIX FAURE;;CHALONNES SUR LOIRE;49290
CHAMPAGNE-ARDENNE;CHALONS-EN-CHAMPAGNE;94997;MEGA CGR;ZAC DES ESCARNOTIERES;RUE AUGUSTIN FRESNEL;CHALONS-EN-CHAMPAGNE;51000
CHAMPAGNE-ARDENNE;CHALONS-EN-CHAMPAGNE;95006;LA COMETE;5 RUE DES FRIPIERS;;CHALONS-EN-CHAMPAGNE;51000
BOURGOGNE;CHALON-SUR-SAONE;95041;NEF;5 RUE FRUCTIDOR;;CHALON SUR SAONE;71100
BOURGOGNE;CHALON-SUR-SAONE;95044;AXEL;69 RUE GLORIETTE;;CHALON SUR SAONE;71100
BOURGOGNE;CHALON-SUR-SAONE;95045;VOX;41 RUE FRUCTIDOR;;CHALON SUR SAONE;71100
BOURGOGNE;CHALON-SUR-SAONE;95052;ESPACE DES ARTS;5 BIS AV NICEPHORE NIEPCE;;CHALON SUR SAONE;71100
RHONE-ALPES;CHAMBERY;95405;CURIAL CINEMA;67 PLACE FRANCOIS MITTERRAND;ESPACE MALRAUX;CHAMBERY;73000
RHONE-ALPES;CHAMBERY;95413;ASTREE;7 BOULEVARD DU THEATRE;;CHAMBERY;73000
RHONE-ALPES;CHAMBERY;95451;FORUM CINEMA;28 PLACE DU FORUM;;CHAMBERY;73000
RHONE-ALPES;CHAMBERY;95453;PATHE CHAMNORD;1253 AVENUE DES LANDIERS;;CHAMBERY;73000
RHONE-ALPES;CHAMBERY;721450;PATHE CHAMBERY LES HALLES 1;4 RUE DERRIERE LES MURS;;CHAMBERY;73000
CENTRE;CHAMBRAY-LES-TOURS;96950;SALLE YVES RENAULT;4 RUE JEAN PERRIN;;CHAMBRAY-LES-TOURS;37170
RHONE-ALPES;CHAMONIX-MONT-BLANC;96184;VOX;22 COURS DU BARTAVEL;;CHAMONIX MONT BLANC;74400
ILE-DE-FRANCE;CHAMPAGNE-SUR-SEINE;96533;JEAN GABIN;RUE PIERRE DE COUBERTIN;;CHAMPAGNE-SUR-SEINE;77460
FRANCHE-COMTE;CHAMPAGNOLE;96611;REPUBLIQUE;4 AV EDOUARD HERRIOT;;CHAMPAGNOLE;39300
RHONE-ALPES;CHAMPAGNY-EN-VANOISE;96641;RHODO;LE CENTRE;;CHAMPAGNY EN VANOISE;73350
ILE-DE-FRANCE;CHAMPIGNY-SUR-MARNE;97431;STUDIO 66;66 RUE JEAN JAURES;;CHAMPIGNY SUR MARNE;94500
RHONE-ALPES;CHAMROUSSE;444091;LE SCHUSS;AVENUE DU PERE TASSE;;CHAMROUSSE;38410
PICARDIE;CHANTILLY;99031;ELYSEE;25, AVENUE DU MARECHAL JOFFRE;;CHANTILLY;60500
PAYS-DE-LA-LOIRE;CHANTONNAY;99051;LE SULLY;8 RUE TRAVOT;;CHANTONNAY;85110
RHONE-ALPES;CHAPONNAY;101491;SALLE DES FETES;;;CHAPONNAY;69960
RHONE-ALPES;CHARBONNIERES-LES-BAINS;101692;ALPHA;24 AVENUE LAMARTINE;;CHARBONNIERES LES BAINS;69260
CHAMPAGNE-ARDENNE;CHARLEVILLE MEZIERES;102246;METROPOLIS;ZAC MONTJOLY;RUE LONGUEVILLE;CHARLEVILLE-MEZIERES;08000
RHONE-ALPES;CHARLIEU;102284;LES HALLES;PLACE ST PHILIBERT;;CHARLIEU;42190
FRANCHE-COMTE;CHARMOILLE;102531;CINMA DE CHARMOILLE;1 RUE DU CONOT;;CHARMOILLE;25380
BOURGOGNE;CHAROLLES;102853;LE TIVOLI;9 RUE DE LA CHAMPAGNY;;CHAROLLES;71120
CENTRE;CHARTRES;103166;CINEPARADIS;13 PLACE DE LA PORTE ST MICHEL;;CHARTRES;28000
BRETAGNE;CHARTRES-DE-BRETAGNE;103201;CINE ESPERANCE;3 RUE DE LA CONTERIE;;CHARTRES DE BRETAGNE;35131
POITOU-CHARENTES;CHASSENEUIL-SUR-BONNIEURE;103561;VOX;PLACE DE L EGLISE;;CHASSENEUIL SUR BONNIEURE;16260
PROVENCE-ALPES-COTE D'AZUR;CHATEAU ARNOUX SAINT AUBA;103985;CINEMATOGRAPHE SLE CHAPLIN;CENTRE CULTUREL SIMONE SIGNORET;;CHATEAU ARNOUX SAINT AUBAN;04160
PICARDIE;CHATEAU THIERRY;104994;CINEMA THEATRE;13 PLACE DE L HOTEL DE VILLE;;CHATEAU THIERRY;02400
BRETAGNE;CHATEAUBOURG;104032;ETOILE;RUE DES TOURS CARREES;;CHATEAUBOURG;35220
PAYS-DE-LA-LOIRE;CHATEAUBRIANT;104051;ATLANTIC CINE;PLACE ERNEST BREANT;;CHATEAUBRIANT;44110
BOURGOGNE;CHATEAU-CHINON(VILLE);104091;ETOILE CINEMA;19 RUE DES FOSSES;;CHATEAU CHINON VILLE;58120
PAYS-DE-LA-LOIRE;CHATEAU-D OLONNE;104143;CINEMA LA GARGAMOELLE;ALLEE DU PARC DE COUBERTIN;;CHATEAU D OLONNE;85180
PAYS-DE-LA-LOIRE;CHATEAU-DU-LOIR;104164;ES RECOLLETS;RUE DU THEATRE;;CHATEAU DU LOIR;72500
CENTRE;CHATEAUDUN;104181;LE DUNOIS;17 RUE DE VARIZE;;CHATEAUDUN;28200
BRETAGNE;CHATEAUGIRON;104282;PARADISIO;2 RUE SAINTE CROIX;;CHATEAUGIRON;35410
PAYS-DE-LA-LOIRE;CHATEAU-GONTIER;104301;PALACE;3 PLACE DU PILORI;;CHATEAU GONTIER;53200
BRETAGNE;CHATEAULIN;104391;AGORA;5 PLACE DE LA RESISTANCE;;CHATEAULIN;29150
CENTRE;CHATEAUNEUF-EN-THYMERAIS;104622;SALLE DES FETES;AVENUE DE LA REPUBLIQUE;;CHATEAUNEUF EN THYMERAIS;28170
LIMOUSIN;CHATEAUNEUF-LA-FORET;104642;COLISEE;1 PLACE DU COLISEE;;CHATEAUNEUF LA FORET;87130
PROVENCE-ALPES-COTE D'AZUR;CHATEAUNEUF-LES-MARTIGUES;104661;ESPACE MARCEL PAGNOL;RUE ERASME GUICHET;;CHATEAUNEUF LES MARTIGUES;13220
PROVENCE-ALPES-COTE D'AZUR;CHATEAURENARD;104824;CINEMA LE REX;AVENUE LEO LAGRANGE;;CHATEAURENARD;13160
CENTRE;CHATEAU-RENARD;104801;VOX;28 PLACE DU VIEUX MARCHE;;CHATEAURENARD;45220
CENTRE;CHATEAU-RENAULT;104851;LE BALZAC;16 PLACE ARISTIDE BRIAND;;CHATEAU RENAULT;37110
CENTRE;CHATEAUROUX;104863;APOLLO;4 RUE ALBERT 1ER;;CHATEAUROUX;36000
CENTRE;CHATEAUROUX;104881;CINEMOVIDA;86 AVENUE CHARLES DE GAULLE;;CHATEAUROUX;36000
LORRAINE;CHATEAU-SALINS;104933;SALLE SAINT JEAN;2 RUE POINCAR;;CHATEAU SALINS;57170
