MIDI-PYRENEES;BAGNERES-DE-BIGORRE;35861;LE MAINTENON;RUE ALFRED ROLLAND;;BAGNERES DE BIGORRE;65200
MIDI-PYRENEES;BAGNERES-DE-LUCHON;35872;REX;RUE LASSUS NESTIER;;BAGNERES DE LUCHON;31110
ILE-DE-FRANCE;BAGNEUX;35953;THEATRE VICTOR HUGO;14 AV VICTOR HUGO;;BAGNEUX;92220
BASSE-NORMANDIE;BAGNOLES DE L ORNE;36071;CASINO DU LAC;6 AVENUE ROBERT  COUSIN;;BAGNOLES DE L ORNE;61140
ILE-DE-FRANCE;BAGNOLET;36013;LE CIN'HOCHE;6 RUE HOCHE;;BAGNOLET;93170
LANGUEDOC-ROUSSILLON;BAGNOLS-SUR-CEZE;36122;CASINO;14 RUE DU CASINO;;BAGNOLS SUR CEZE;30200
LANGUEDOC-ROUSSILLON;BAILLARGUES;36282;SALLE MUNICIPALE CLAUDE PLAN;SALLE MUNICIPALE CLAUDE PLAN;;BAILLARGUES;34670
NORD-PAS-DE-CALAIS;BAILLEUL;36352;FLANDRIA;45, RUE DES VIVIERS;;BAILLEUL;59270
BRETAGNE;BAIN-DE-BRETAGNE;36602;LE SCENARIO;CINEMA LE SCENARIO;RUE DU CHENE VERT;BAIN DEBRETAGNE;35470
LORRAINE;BAINS-LES-BAINS;36672;CASINO;PLACE DE L HOTEL DE VILLE;;BAINS LES BAINS;88240
LANGUEDOC-ROUSSILLON;BALARUC-LES-BAINS;37021;CINECURE;RUE MAURICE CLAVEL;;BALARUC LES BAINS;34540
RHONE-ALPES;BALBIGNY;709650;ESPACE LUMIERE;PLACE LANGLADE;;BALBIGNY;42510
ILE-DE-FRANCE;BALLANCOURT-SUR-ESSONNE;37350;CINE TOILE;2 RUE DES COLOMBES;;BALLANCOURT-SUR-ESSONNE;91610
PROVENCE-ALPES-COTE D'AZUR;BANDOL;37881;CAMERA;1O5 AV DU 11 NOVEMBRE;;BANDOL;83150
MIDI-PYRENEES;BARAQUEVILLE;38501;CINEMA DE BARAQUEVILLE;PLACE RENE CASSIN;;BARAQUEVILLE;12160
AQUITAINE;BARBASTE;38592;SALLE COMMUNALE;SALLE COMMUNALE;;BARBASTE;47230
PAYS-DE-LA-LOIRE;BARBATRE;38601;LE GOIS;18 ROUTE DU GOIS;;BARBATRE;85630
POITOU-CHARENTES;BARBEZIEUX-SAINT-HILAIRE;38772;LE CLUB;32 BD CHANZY;;BARBEZIEUX SAINT HILAIRE;16300
PROVENCE-ALPES-COTE D'AZUR;BARCELONNETTE;38931;L UBAYE;19 RUE HENRI MERCIER;;BARCELONNETTE;04400
MIDI-PYRENEES;BAREGES;39131;LE REFUGE;LE REFUGE;;BAREGES;65340
HAUTE-NORMANDIE;BARENTIN;39174;THEATRE MONTDORY;RUE DU GENERAL GIRAUD;;BARENTIN;76360
LANGUEDOC-ROUSSILLON;BARJAC;39428;REGAIN;L ESPLANADE;;BARJAC;30430
PROVENCE-ALPES-COTE D'AZUR;BARJOLS;39442;L ODEON;RUE BARRI;;BARJOLS;83670
LORRAINE;BAR-LE-DUC;39474;COLISEE;15 RUE NOTRE-DAME;;BAR LE DUC;55000
BASSE-NORMANDIE;BARNEVILLE-CARTERET;39662;SELECT;AV DE LA REPUBLIQUE;;BARNEVILLE CARTERET;50270
CHAMPAGNE-ARDENNE;BAR-SUR-AUBE;40293;LE VAGABOND SALLE;3 BIS BD DE LA REPUBLIQUE;;BAR SUR AUBE;10200
PAYS-DE-LA-LOIRE;BASSE-GOULAINE;40700;CINE POLE SUD;SCI MAPHI; CENTRE CCIAL  POLE SUD;BASSE GOULAINE;44115
CORSE;BASTIA;41134;STUDIO CINEMAS;1 RUE DE LA MISERICORDE;;BASTIA;20200
BRETAGNE;BAUD;41781;LE CELTIC;1 RUE DE LA LIBERATION;;BAUD;56150
PAYS-DE-LA-LOIRE;BAUGE;42011;STELLA CINE;9 RUE DU PRESBYTERE;;BAUGE;49150
FRANCHE-COMTE;BAUME-LES-DAMES;42201;STELLA CINEMA;14 RUE DES JUIFS;;BAUME LES DAMES;25110
BASSE-NORMANDIE;BAYEUX;42621;MELIES;10/12 RUE GENAS DUHOMME;;BAYEUX;14400
AQUITAINE;BAYONNE;42681;L ATALANTE  EX UTOPIA;7 RUE DENIS ETCHEVERRY;;BAYONNE;64100
AQUITAINE;BAYONNE;42717;L'AUTRE CINEMA;3 QUAI AMIRAL SALA;;BAYONNE;64100
AQUITAINE;BAYONNE;720600;MEGA CGR CENTRE;SITE DU GLAIN;ALLEE DE GLAIN;BAYONNE;64100
AQUITAINE;BAZAS;42841;VOG;14 RUE DU PALAIS DE JUSTICE;;BAZAS;33430
FRANCHE-COMTE;BEAUCOURT;43792;FOYER GEORGES BRASSENS;FOYER GEORGES BRASSENS;;BEAUCOURT;90500
RHONE-ALPES;BEAUFORT;44005;SALLE DE LA CHAUDANNE;RUE DE LA FONDERIE;CHEF LIEU ARECHES;BEAUFORT;73270
CENTRE;BEAUGENCY;44131;ABC LE DUNOIS;11 RUE DE LA MAILLE D OR;;BEAUGENCY;45190
RHONE-ALPES;BEAULIEU;44239;COUR DE L'ECOLE;COUR DE L'ECOLE;;BEAULIEU;07460
MIDI-PYRENEES;BEAUMONT-DE-LOMAGNE;44892;LES NOUVEAUX BLEUS;BOULEVARD DE VERDUN;;BEAUMONT DE LOMAGNE;82500
ILE-DE-FRANCE;BEAUMONT-SUR-OISE;45132;BEAUMONT PALACE;6 AV ANATOLE FRANCE;;BEAUMONT SUR OISE;95260
BOURGOGNE;BEAUNE;45266;CAP CINEMA BEAUNE;13 BIS BOULEVARD MARECHAL JOFFRE;;BEAUNE;21000
PAYS-DE-LA-LOIRE;BEAUPREAU;45372;CINEMA JEANNE D ARC;RUE JEANNE D ARC;;BEAUPREAU;49600
NORD-PAS-DE-CALAIS;BEAURAINVILLE;45471;THEATRE SAINT MARTIN;THEATRE SAINT MARTIN;;BEAURAINVILLE;62990
RHONE-ALPES;BEAUREPAIRE;45602;L ORON;2 AV MICHEL VILLAZ;;BEAUREPAIRE;38270
PICARDIE;BEAUVAIS;45876;AGNES VARDA;8 AV DE BOURGOGNE;;BEAUVAIS;60000
PICARDIE;BEAUVAIS;45877;CINESPACE;16 RUE CORRUS;;BEAUVAIS;60000
LANGUEDOC-ROUSSILLON;BEDARIEUX;46602;STAR 2;10 RUE SAINT LOUIS;;BEDARIEUX;34600
AQUITAINE;BEGLES;46862;LE FESTIVAL;151 BD ALBERT 1ER;;BEGLES;33130
FRANCHE-COMTE;BELFORT;47476;LE CINEMA DES QUAIS;1 BOULEVARD RICHELIEU;;BELFORT;90000
LIMOUSIN;BELLAC;47645;LUX;3 AVENUE DE LA LIBERTE;;BELLAC;87300
RHONE-ALPES;BELLEGARDE SUR VALSERINE;47950;VARIETES;42 RUE DE LA REPUBLIQUE;;BELLEGARDE SUR VALSERINE;01200
RHONE-ALPES;BELLENTRE;48241;STUDIO;STATION DE MONTCHAVIN;;AIME;73210
RHONE-ALPES;BELLEVILLE;48421;IDEAL;111 RUE DE LA REPUBLIQUE;;BELLEVILLE SUR SAONE;69220
RHONE-ALPES;BELLEY;48503;ARLEQUIN;ESPACE BAUDIN;;BELLEY;01300
RHONE-ALPES;BELMONT-DE-LA-LOIRE;48882;SITE DES ARCADES;SALLE DES ARCADES;CHEMIN DE BIESSE;BELMONT DE LA LOIRE;42670
ALSACE;BENFELD;49522;REX;6, RUE CLEMENCEAU;;BENFELD;67230
BRETAGNE;BENODET;49632;CINEMARINE;AVENUE DE LA PLAGE;;BENODET;29118
NORD-PAS-DE-CALAIS;BERCK;50032;FAMILIA;37, RUE DE LA MARINE;;BERCK SUR MER;62600
AQUITAINE;BERGERAC;50151;CYRANO;2 PLACE DES CARMES;;BERGERAC;24100
HAUTE-NORMANDIE;BERNAY;50833;REX;33 RUE LOBROT;;BERNAY;27300
PROVENCE-ALPES-COTE D'AZUR;BERRE-L ETANG;51261;CINE 89;COURS MIRABEAU;;BERRE L ETANG;13130
FRANCHE-COMTE;BESANCON;52141;PLAZZA VICTOR HUGO;6 RUE GAMBETTA;;BESANCON;25000
FRANCHE-COMTE;BESANCON;52162;ESPACE PLANOISE;PLACE DE L' EUROPE;;BESANCON CEDEX;25050
FRANCHE-COMTE;BESANCON;52174;MARCHE BEAUX  ARTS;3 RUE GUSTAVE COURBET;;BESANCON;25000
AUVERGNE;BESSE-ET-SAINT-ANASTAISE;52532;FOYER RURAL;FOYER RURAL;;BESSE ET SAINTE ANATAISE;63610
PROVENCE-ALPES-COTE D'AZUR;BESSE-SUR-ISSOLE;52612;SALLE POLYVALENTE;;;BESSES SUR ISSOLE;83890
MIDI-PYRENEES;BESSIERES;706850;TICKY HOLGADO;389 CHEMIN DE BLAZA;;BESSIERES;31660
BRETAGNE;BETTON;53461;TRISKEL;2 RUE DU TREGOR;;BETTON;35830
ILE-DE-FRANCE;BEYNES;54292;LA BARBACANE;PLACE DU 8 MAI 1945;;BEYNES;78650
LANGUEDOC-ROUSSILLON;BEZIERS;54604;MONCINE;CENTRE COMMERCIAL POLYGONE;3 CARREFOUR DE L'HOURS;BEZIERS;34500
ILE-DE-FRANCE;BEZONS;54692;THEATRE PAUL ELUARD;162 RUE MAURICE BERTEAUX;;BEZONS;95870
AQUITAINE;BIARRITZ;54891;ROYAL;8 AV DU MARECHAL FOCH;;BIARRITZ;64200
MIDI-PYRENEES;BIARS-SUR-CERE;54931;ROBERT DOISNEAU;94 AVENUE DE LA REPUBLIQUE;;BIARS SUR CERE;46130
AQUITAINE;BIGANOS;55532;CENTRE CULTUREL;RUE PIERRE DE COUBERTIN;;BIGANOS;33380
AQUITAINE;BISCARROSSE;56471;ATLANTIC;AVENUE DE LA COTE D'ARGENT;;BISCARROSSE PLAGE;40520
AQUITAINE;BISCARROSSE;56475;JEAN RENOIR SALLE ARLEQUIN;RUE DU 14 JUILLET;;BISCARROSSE;40600
MIDI-PYRENEES;BLAGNAC;57141;MEGA CGR;ZAC DU GRAND NOBLE;ALLEE EMILE ZOLA;BLAGNAC;31700
MIDI-PYRENEES;BLAGNAC;57172;REX;PLACE DES ARTS;;BLAGNAC;31700
PAYS-DE-LA-LOIRE;BLAIN;57221;CINEMA ST LAURENT;9 RUE DU 11 NOVEMBRE;;BLAIN;44130
LORRAINE;BLAINVILLE-SUR-L EAU;57303;MAISON DES FETES;;;BLAINVILLE SUR L EAU;55210
